id,nom_dept,nom_com,id_com,nom_station,code_station_ue,typologie,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y
83,VAL-DE-MARNE,VITRY-SUR-SEINE,94081,VITRY-SUR-SEINE,4034,Urbaine,NO2,8,29.9,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,654122,6853046
84,PARIS,PARIS-4E-ARRONDISSEMENT,75104,PARIS Centre,4143,Urbaine,NO2,8,34.3,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,652382,6862336
85,SEINE-SAINT-DENIS,SAINT-DENIS,93066,A1 - Saint-Denis,4058,Trafic,NO2,8,80.3,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,652843,6869659
86,PARIS,PARIS-12E-ARRONDISSEMENT,75112,Bld Périphérique Est,4329,Trafic,NO2,8,67.4,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,656891,6859993
87,SEINE-ET-MARNE,LOGNES,77258,LOGNES,4098,Urbaine,NO2,8,24.3,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,673184,6860091
88,YVELINES,VERSAILLES,78646,VERSAILLES,4029,Periurb.,NO2,8,21.3,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,636191,6855823
89,SEINE-SAINT-DENIS,TREMBLAY-EN-FRANCE,93073,TREMBLAY-EN-FRANCE,4319,Periurb.,NO2,8,27.2,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,668840,6872926
90,VAL-D'OISE,VAUDHERLAND,95633,GONESSE,4024,Periurb.,NO2,8,24.2,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,659365,6876912
91,PARIS,PARIS-15E-ARRONDISSEMENT,75115,PARIS stade Lenglen,4179,Urbaine,NO2,8,27.6,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,646401,6859173
92,VAL-D'OISE,LE THILLAY,95612,GONESSE,4024,Periurb.,NO2,8,24.2,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,659365,6876912
93,HAUTS-DE-SEINE,GENNEVILLIERS,92036,GENNEVILLIERS,4002,Urbaine,NO2,8,30.1,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,648292,6870262
