Year,Site,Annual average maximum daily 8-hour mean O3 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2006,London Brent,65.7336970899471,,98.6301369863014
2007,London Brent,63.6619136460554,,73.4246575342466
1990,London Bridge Place,34.742328042328,,49.3150684931507
1991,London Bridge Place,32.7833170810987,,80.2739726027397
1992,London Bridge Place,35.1498710949348,,85.792349726776
1993,London Bridge Place,35.8597205263872,,96.1643835616438
1994,London Bridge Place,41.7526375819789,,91.5068493150685
1995,London Bridge Place,32.5629737609329,,67.1232876712329
1996,London Bridge Place,35.0974091764365,,89.8907103825137
1997,London Bridge Place,37.6149267399267,,92.6027397260274
1998,London Bridge Place,41.2407177363699,,94.5205479452055
1999,London Bridge Place,52.9192447679709,,86.027397260274
1993,Bristol Centre,45.6168831168831,,96.4383561643836
1994,Bristol Centre,52.6774083196497,,95.3424657534246
1995,Bristol Centre,56.3077398106217,,95.0684931506849
1996,Bristol Centre,50.5755269320843,,83.3333333333333
1997,Bristol Centre,47.5704275704276,,91.2328767123288
1998,Bristol Centre,54.5418994413408,,98.0821917808219
1999,Bristol Centre,60.6581680830973,,96.7123287671233
2000,Bristol Centre,54.8319248826291,,96.9945355191257
2001,Bristol Centre,52.5450948287625,,95.6164383561644
2002,Bristol Centre,53.1958935259497,,97.5342465753425
2003,Bristol Centre,57.1768461007591,,94.5205479452055
2004,Bristol Centre,55.8299475753604,,89.344262295082
2005,Bristol Centre,61.4591560201316,,67.3972602739726
2006,Bristol St Paul's,62.2738095238095,,53.6986301369863
2007,Bristol St Paul's,58.8684140322796,,97.8082191780822
2008,Bristol St Paul's,60.4724274767378,,95.0819672131148
2009,Bristol St Paul's,60.6625,,98.6301369863014
2010,Bristol St Paul's,56.1864406779661,,96.986301369863
2011,Bristol St Paul's,60.0414258188825,,94.7945205479452
2012,Bristol St Paul's,55.7010021522733,,96.7213114754098
2013,Bristol St Paul's,59.8177652650463,,98.6301369863014
2014,Bristol St Paul's,60.5412002203542,,98.3561643835616
2015,Bristol St Paul's,60.4171717432931,,97.2602739726027
2016,Bristol St Paul's,54.0098064867463,,96.448087431694
2017,Bristol St Paul's,59.3877648016997,,96.7123287671233
2018,Bristol St Paul's,68.3916527256368,,82.4657534246575
2019,Bristol St Paul's,60.9711231817023,,89.5890410958904
2004,Brighton Preston Park,41.4903846153846,,14.207650273224
2005,Brighton Preston Park,70.2573285581642,,98.3561643835616
2006,Brighton Preston Park,72.8306992337165,,95.3424657534246
2007,Brighton Preston Park,67.5127187627188,,96.1643835616438
2008,Brighton Preston Park,68.0910278745645,,89.6174863387978
2009,Brighton Preston Park,70.2060824329732,,97.8082191780822
2010,Brighton Preston Park,62.4440889072392,,94.7945205479452
2011,Brighton Preston Park,69.5790662650602,,90.958904109589
2012,Brighton Preston Park,67.4342261904762,,98.3606557377049
2013,Brighton Preston Park,71.185033144897,,97.5342465753425
2014,Brighton Preston Park,73.2408258391204,,98.6301369863014
2015,Brighton Preston Park,73.3580237763817,,98.9041095890411
2016,Brighton Preston Park,60.6566728250916,,95.9016393442623
2017,Brighton Preston Park,62.0427675156642,,93.6986301369863
2018,Brighton Preston Park,65.3691783573429,,97.8082191780822
2019,Brighton Preston Park,64.0778183616937,,98.9041095890411
2011,Canterbury,65.495640509725,,77.8082191780822
2012,Canterbury,59.739549512987,,96.1748633879781
2013,Canterbury,69.676314160109,,96.986301369863
2014,Canterbury,75.219626683526,,94.7945205479452
2015,Canterbury,68.9835176137734,,86.5753424657534
2016,Canterbury,65.599159310585,,98.0874316939891
2017,Canterbury,67.7616604034758,,98.9041095890411
2018,Canterbury,71.7018938802521,,93.1506849315068
2019,Canterbury,72.4279897909247,,98.9041095890411
1992,Cardiff Centre,44.3287878787879,,60.1092896174863
1993,Cardiff Centre,44.9038647342995,,94.5205479452055
1994,Cardiff Centre,49.6725164203612,,95.3424657534246
1995,Cardiff Centre,55.0872219948151,,95.6164383561644
1996,Cardiff Centre,48.8549689440994,,94.2622950819672
1997,Cardiff Centre,48.0831627780052,,95.6164383561644
1998,Cardiff Centre,50.0893525949706,,97.5342465753425
1999,Cardiff Centre,57.9404761904762,,96.1643835616438
2000,Cardiff Centre,55.6230045026607,,95.3551912568306
2001,Cardiff Centre,51.0084463953179,,98.0821917808219
2002,Cardiff Centre,57.6643657462985,,97.8082191780822
2003,Cardiff Centre,58.4451625094482,,86.3013698630137
2004,Cardiff Centre,57.3539968539969,,90.983606557377
2005,Cardiff Centre,52.5760204081633,,57.5342465753425
2006,Cardiff Centre,60.0593907954243,,98.0821917808219
2007,Cardiff Centre,54.9381816972599,,98.0821917808219
2008,Cardiff Centre,58.7789021164021,,98.3606557377049
2009,Cardiff Centre,56.3125831338122,,98.0821917808219
2010,Cardiff Centre,50.8359564164649,,96.986301369863
2011,Cardiff Centre,54.3393854748603,,98.0821917808219
2012,Cardiff Centre,54.8271471730686,,90.4371584699454
2013,Cardiff Centre,57.9436574482402,,94.5205479452055
2014,Cardiff Centre,59.5511922846045,,96.986301369863
2015,Cardiff Centre,61.4822394139051,,87.3972602739726
2016,Cardiff Centre,58.020543676264,,97.2677595628415
2017,Cardiff Centre,57.838012653278,,96.7123287671233
2018,Cardiff Centre,62.8378908941873,,98.0821917808219
2019,Cardiff Centre,61.0632469333791,,71.2328767123288
1987,Central London,20.1823156682028,,67.9452054794521
1988,Central London,25.1292324295157,,96.448087431694
1989,Central London,35.2532342416735,,94.7945205479452
1990,Central London,39.799748798602,,59.7260273972603
1992,London Bloomsbury,31.9790775591674,,91.2568306010929
1993,London Bloomsbury,29.96336996337,,96.1643835616438
1994,London Bloomsbury,34.5757823129252,,95.8904109589041
1995,London Bloomsbury,34.8273096663815,,91.5068493150685
1996,London Bloomsbury,31.5272060801722,,96.7213114754098
1997,London Bloomsbury,31.4411966515713,,95.0684931506849
1998,London Bloomsbury,32.1774735830932,,95.0684931506849
1999,London Bloomsbury,38.8867029862793,,96.986301369863
2000,London Bloomsbury,35.0790381493507,,96.1748633879781
2001,London Bloomsbury,36.1185388685389,,96.1643835616438
2002,London Bloomsbury,35.6765010351967,,88.2191780821918
2003,London Bloomsbury,46.495197740113,,80.8219178082192
2004,London Bloomsbury,37.8797313797314,,95.9016393442623
2005,London Bloomsbury,36.1308791208791,,89.041095890411
2006,London Bloomsbury,43.6512725779967,,95.3424657534246
2007,London Bloomsbury,36.7433862433862,,83.8356164383562
2008,London Bloomsbury,41.6098363926576,,97.8142076502732
2009,London Bloomsbury,38.9545634920635,,98.6301369863014
2010,London Bloomsbury,34.7160714285714,,93.1506849315068
2011,London Bloomsbury,41.7056638811513,,98.3561643835616
2012,London Bloomsbury,39.8104497354497,,98.3606557377049
2013,London Bloomsbury,38.107413401886,,97.5342465753425
2014,London Bloomsbury,42.1324197926587,,98.6301369863014
2015,London Bloomsbury,44.2388102097506,,97.8082191780822
2016,London Bloomsbury,37.9138784371693,,98.3606557377049
2017,London Bloomsbury,42.6751042345506,,97.5342465753425
2018,London Bloomsbury,50.689303888443,,97.5342465753425
2019,London Bloomsbury,50.3282405389181,,96.7123287671233
2014,Coventry Allesley,58.6342749871134,,53.1506849315069
2015,Coventry Allesley,63.4589144348601,,96.986301369863
2016,Coventry Allesley,58.8818160117403,,98.9071038251366
2017,Coventry Allesley,58.8298937430556,,98.6301369863014
2018,Coventry Allesley,63.9253065969199,,98.9041095890411
2019,Coventry Allesley,60.8196196795775,,97.2602739726027
1997,Coventry Centre,46.133816262354,,58.0821917808219
1998,Coventry Centre,41.2010538641686,,83.5616438356164
1999,Coventry Centre,40.1636773652192,,62.1917808219178
2000,Coventry Centre,55.4135971461755,,78.4153005464481
2003,Cwmbran,75.684375,,65.7534246575342
2004,Cwmbran,67.4343922651934,,98.9071038251366
2005,Cwmbran,68.8684210526316,,98.9041095890411
2006,Cwmbran,71.2191137566138,,98.6301369863014
2007,Cwmbran,65.4625475534566,,99.4520547945205
2008,Cwmbran,70.5718482905983,,85.2459016393443
2009,Cwmbran,66.8164405426975,,98.0821917808219
2010,Cwmbran,63.2142197599261,,98.9041095890411
2011,Cwmbran,62.637003968254,,98.6301369863014
2012,Cwmbran,47.3440136054422,,95.6284153005464
2013,Cwmbran,67.8245420457569,,98.0821917808219
2014,Cwmbran,66.9507427194532,,99.7260273972603
2015,Cwmbran,67.6006334704185,,99.4520547945205
2016,Cwmbran,62.0835415739469,,99.4535519125683
2017,Cwmbran,67.2286319430627,,98.3561643835616
2018,Cwmbran,70.4926656798246,,98.9041095890411
2019,Cwmbran,68.8394281416437,,99.4520547945205
2016,Derry Rosemount,58.9334668246003,,74.8633879781421
2017,Derry Rosemount,65.1739645663501,,98.9041095890411
2018,Derry Rosemount,66.3349948244724,,96.4383561643836
2019,Derry Rosemount,62.6030273116485,,96.7123287671233
1997,Derry,56.884236453202,,55.6164383561644
1998,Derry,64.1298026998962,,87.9452054794521
1999,Derry,64.3132306814942,,91.5068493150685
2000,Derry,66.4714767409854,,94.5355191256831
2001,Derry,56.0944700460829,,93.4246575342466
2002,Derry,71.3847418847419,,91.2328767123288
2003,Derry,66.0338881865431,,92.8767123287671
2004,Derry,69.8427210884354,,95.6284153005464
2005,Derry,63.7487528344671,,86.3013698630137
2006,Derry,61.6568003913894,,80
2007,Derry,59.4281241398293,,94.7945205479452
2008,Derry,64.535008071025,,96.7213114754098
2009,Derry,60.3540100250627,,98.9041095890411
2010,Derry,58.1631832797428,,85.2054794520548
2011,Derry,63.4397384305835,,97.2602739726027
2012,Derry,59.0247632202052,,98.9071038251366
2013,Derry,58.5050042549603,,98.6301369863014
2014,Derry,56.5474205534238,,99.4520547945205
2015,Derry,60.455989045961,,98.3561643835616
2016,Derry,58.87678925,,16.3934426229508
1997,Salford Eccles,47.5250525913177,,68.2191780821918
1998,Salford Eccles,49.6093042404282,,95.0684931506849
1999,Salford Eccles,52.7455450733753,,87.1232876712329
2000,Salford Eccles,48.812099921936,,83.3333333333333
2001,Salford Eccles,47.0124521072797,,95.3424657534246
2002,Salford Eccles,49.1863166953528,,90.958904109589
2003,Salford Eccles,55.4884651600753,,96.986301369863
2004,Salford Eccles,49.809940855323,,85.792349726776
2005,Salford Eccles,51.8938521677328,,91.7808219178082
2006,Salford Eccles,55.5321882418657,,93.4246575342466
2007,Salford Eccles,49.5813611589214,,90.958904109589
2008,Salford Eccles,33.9891742195368,,90.4371584699454
2009,Salford Eccles,27.3581488933602,,97.2602739726027
2010,Salford Eccles,44.0193537414966,,95.8904109589041
2011,Salford Eccles,48.6791028911565,,92.0547945205479
2012,Salford Eccles,52.1323195945045,,97.5409836065574
2013,Salford Eccles,56.7893635993409,,96.986301369863
1992,Edinburgh Centre,29.7015692640693,,24.0437158469945
1993,Edinburgh Centre,38.1089026915114,,94.5205479452055
1994,Edinburgh Centre,44.1132505175983,,94.5205479452055
1995,Edinburgh Centre,45.1757224257224,,96.1643835616438
1996,Edinburgh Centre,45.5801987461651,,97.5409836065574
1997,Edinburgh Centre,41.8370123559628,,93.972602739726
1998,Edinburgh Centre,46.5139173147769,,95.6164383561644
1999,Edinburgh Centre,50.1446411417593,,95.0684931506849
2000,Edinburgh Centre,43.9394247727581,,95.9016393442623
2001,Edinburgh Centre,44.0646881287726,,97.2602739726027
2002,Edinburgh Centre,49.709709942609,,84.1095890410959
2003,Edinburgh Centre,56.3444297472075,,44.3835616438356
2003,Edinburgh St Leonards,51.0197368421053,,10.4109589041096
2004,Edinburgh St Leonards,66.5951674438321,,92.0765027322404
2005,Edinburgh St Leonards,65.5925886675145,,92.3287671232877
2006,Edinburgh St Leonards,66.7024807129556,,98.0821917808219
2007,Edinburgh St Leonards,61.0967219749089,,96.7123287671233
2008,Edinburgh St Leonards,62.0633552271483,,95.0819672131148
2009,Edinburgh St Leonards,66.126960988477,,93.972602739726
2010,Edinburgh St Leonards,43.2758739333884,,94.7945205479452
2011,Edinburgh St Leonards,51.4785117389574,,98.3561643835616
2012,Edinburgh St Leonards,60.6332320162107,,89.8907103825137
2013,Edinburgh St Leonards,61.1672392926083,,96.986301369863
2014,Edinburgh St Leonards,66.7402601328904,,70.6849315068493
2015,Edinburgh St Leonards,56.6389471830986,,97.2602739726027
2016,Edinburgh St Leonards,57.013738129932,,95.6284153005464
2017,Edinburgh St Leonards,57.1013145303672,,96.986301369863
2018,Edinburgh St Leonards,63.4012719494048,,97.5342465753425
2019,Edinburgh St Leonards,58.8151977502018,,96.986301369863
1996,Glasgow Centre,38.4362244897959,,42.0765027322404
1997,Glasgow Centre,40.3728922163766,,96.7123287671233
1998,Glasgow Centre,45.2967110573043,,96.986301369863
1999,Glasgow Centre,47.2038188871054,,97.5342465753425
2000,Glasgow Centre,48.2754146602461,,97.2677595628415
2001,Glasgow Centre,46.4029459241324,,96.986301369863
2002,Glasgow Centre,47.5745984784446,,92.6027397260274
2003,Glasgow Centre,49.9858587943848,,94.7945205479452
2004,Glasgow Centre,52.1292565459232,,95.9016393442623
2005,Glasgow Centre,46.7088590421924,,96.1643835616438
2006,Glasgow Centre,49.7578584804708,,97.5342465753425
2007,Glasgow Centre,50.1632364810331,,96.986301369863
2008,Glasgow Centre,46.4663091865641,,96.448087431694
2009,Glasgow Centre,44.9320157838416,,97.5342465753425
2010,Glasgow Centre,38.719387755102,,97.8082191780822
2011,Glasgow Centre,48.09476861167,,97.2602739726027
2012,Glasgow Centre,51.3557079081633,,61.2021857923497
2013,Glasgow Townhead,50.0804303483245,,22.1917808219178
2014,Glasgow Townhead,57.7457482323584,,98.3561643835616
2015,Glasgow Townhead,56.5141029586835,,97.8082191780822
2016,Glasgow Townhead,52.5144160122355,,98.3606557377049
2017,Glasgow Townhead,53.6864272264543,,98.9041095890411
2018,Glasgow Townhead,57.0570711899815,,98.9041095890411
2019,Glasgow Townhead,57.6211054166667,,98.3561643835616
1996,London Haringey,47.7122582657517,,62.568306010929
1997,London Haringey,45.1745596868885,,100
1998,London Haringey,47.1642526455026,,98.6301369863014
1999,London Haringey,56.6855020559756,,98.3561643835616
2000,London Haringey,51.0504880622609,,98.6338797814208
2001,London Haringey,51.7932260228035,,97.2602739726027
2002,London Haringey,49.4966559657571,,97.5342465753425
2003,London Haringey,59.1080559067285,,92.8767123287671
2004,London Haringey,51.5020477578787,,93.7158469945355
2005,London Haringey,59.2064037153323,,99.7260273972603
2006,London Haringey,64.9982533553962,,70.958904109589
2007,London Haringey,57.6128155960371,,81.6438356164384
2008,London Haringey,59.208433093908,,97.8142076502732
2009,London Haringey,55.0226882996966,,98.9041095890411
2010,London Haringey,47.457323362558,,75.8904109589041
2011,London Haringey,56.2533214943436,,99.1780821917808
2012,London Haringey,56.4405181086519,,77.5956284153005
2012,London Haringey Priory Park South,54.5128205128205,,10.655737704918
2013,London Haringey Priory Park South,60.133012948578,,98.6301369863014
2014,London Haringey Priory Park South,61.9486057649478,,97.5342465753425
2015,London Haringey Priory Park South,61.514036148498,,99.4520547945205
2016,London Haringey Priory Park South,55.3982376565807,,98.3606557377049
2017,London Haringey Priory Park South,58.1071432458464,,99.7260273972603
2018,London Haringey Priory Park South,62.2763642838164,,94.5205479452055
2019,London Haringey Priory Park South,62.7261464964009,,94.2465753424658
1996,London Hillingdon,30.6466666666667,,40.9836065573771
1997,London Hillingdon,33.6617428841225,,96.7123287671233
1998,London Hillingdon,38.3467600108225,,96.4383561643836
1999,London Hillingdon,43.2257209926224,,97.2602739726027
2000,London Hillingdon,35.7301253834867,,97.5409836065574
2001,London Hillingdon,42.0370046620047,,78.3561643835616
2002,London Hillingdon,41.9463613128867,,96.986301369863
2003,London Hillingdon,47.8935969868173,,96.986301369863
2004,London Hillingdon,43.6071428571429,,91.5300546448087
2005,London Hillingdon,42.560803127221,,91.7808219178082
2006,London Hillingdon,45.1662977867203,,97.2602739726027
2007,London Hillingdon,47.8216286514606,,97.8082191780822
2008,London Hillingdon,48.5417653249145,,98.9071038251366
2009,London Hillingdon,41.6331719128329,,96.986301369863
2010,London Hillingdon,40.2354345749761,,95.6164383561644
2011,London Hillingdon,40.2212632275132,,98.6301369863014
2012,London Hillingdon,41.815291750503,,96.9945355191257
2013,London Hillingdon,46.3562464955146,,96.7123287671233
2014,London Hillingdon,44.0419357156048,,98.9041095890411
2015,London Hillingdon,38.507014437251,,68.7671232876712
2016,London Hillingdon,39.5127821974344,,98.6338797814208
2017,London Hillingdon,40.713221687996,,98.6301369863014
2018,London Hillingdon,49.2218546044007,,97.5342465753425
2019,London Hillingdon,46.2717372869674,,98.9041095890411
1997,London Hackney,42.8617341134406,,80.2739726027397
1998,London Hackney,42.6388423404552,,93.4246575342466
1999,London Hackney,48.4824829931973,,95.8904109589041
2000,London Hackney,46.0869908204246,,90.7103825136612
2001,London Hackney,42.8907530454042,,58.9041095890411
2002,London Hackney,44.2982982982983,,91.2328767123288
2003,London Hackney,52.4642519897477,,96.7123287671233
2004,London Hackney,46.2870535714286,,87.431693989071
2005,London Hackney,56.5097744360902,,78.0821917808219
2006,London Hackney,37.9777777777778,,24.6575342465753
2007,London Hackney,55.3786764705882,,74.5205479452055
2001,London Westminster,39.3470866607513,,44.1095890410959
2002,London Westminster,45.9571361122353,,96.7123287671233
2003,London Westminster,49.8542621130085,,93.972602739726
2004,London Westminster,47.2737745098039,,92.896174863388
2005,London Westminster,50.0179772197063,,95.0684931506849
2006,London Westminster,56.1728055894723,,96.1643835616438
2007,London Westminster,49.3722818607212,,94.7945205479452
2008,London Westminster,49.6774678972713,,97.2677595628415
2009,London Westminster,48.762085685338,,90.1369863013699
2010,London Westminster,49.3269336636389,,94.7945205479452
2011,London Westminster,51.5328703703704,,98.6301369863014
2012,London Westminster,49.7269279393173,,92.6229508196721
2013,London Westminster,47.7669986141123,,97.8082191780822
2002,Hull Freetown,39.641975308642,,14.7945205479452
2003,Hull Freetown,60.284387755102,,95.8904109589041
2004,Hull Freetown,61.4856370276724,,92.6229508196721
2005,Hull Freetown,58.5351425881087,,96.986301369863
2006,Hull Freetown,61.5853625541126,,96.4383561643836
2007,Hull Freetown,58.009477254589,,98.0821917808219
2008,Hull Freetown,75.0254237288136,,96.7213114754098
2009,Hull Freetown,53.9330740892345,,95.6164383561644
2010,Hull Freetown,43.9872159090909,,96.4383561643836
2011,Hull Freetown,39.5578177130725,,86.027397260274
2012,Hull Freetown,53.741856452726,,94.2622950819672
2013,Hull Freetown,61.1853423001218,,96.4383561643836
2014,Hull Freetown,58.7150529751671,,95.6164383561644
2015,Hull Freetown,53.3341508037396,,96.986301369863
