nom_dept,nom_com,insee_com,nom_station,code_station_ue,typologie,influence,nom_poll,id_poll_ue,metrique,date_debut,date_fin,valeur,unite,statut_valid,x,y,longitude,latitude,ObjectId
Vosges,Xonrupt-Longemer,88531,Hautes-Vosges (La Schlucht),FR30028,Rurale proche,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,77,µg/m3,1,998730,6779893,7.01111399971709,48.0511169966263,106
Haut-Rhin,Chalampé,68064,Chalampé,FR16059,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,30,µg/m3,1,1039454,6756409,7.53868300060097,47.8202479958548,107
Haut-Rhin,Colmar,68066,Colmar Centre,FR16054,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,27,µg/m3,1,1023850,6783842,7.35066699991735,48.0746419963794,108
Vosges,Épinal,88160,Agglomération d'Epinal - Centre,FR30019,Urbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,0,µg/m3,1,956588,6791435,6.45281099934883,48.1727799961916,109
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,110
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,111
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,31,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,112
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,30,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,113
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,28,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,114
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,28,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,115
Meurthe-et-Moselle,Neuves-Maisons,54397,Agglomération de Nancy - Sud (Neuves-Maisons),FR30030,Urbaine,Industrielle,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,929020,6839476,6.10767200024638,48.6149139963997,116
Meurthe-et-Moselle,Neuves-Maisons,54397,Agglomération de Nancy - Sud (Neuves-Maisons),FR30030,Urbaine,Industrielle,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,929020,6839476,6.10767200024638,48.6149139963997,117
Meurthe-et-Moselle,Neuves-Maisons,54397,Agglomération de Nancy - Sud (Neuves-Maisons),FR30030,Urbaine,Industrielle,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,929020,6839476,6.10767200024638,48.6149139963997,118
Meurthe-et-Moselle,Neuves-Maisons,54397,Agglomération de Nancy - Sud (Neuves-Maisons),FR30030,Urbaine,Industrielle,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,23,µg/m3,1,929020,6839476,6.10767200024638,48.6149139963997,119
Vosges,Xonrupt-Longemer,88531,Hautes-Vosges (La Schlucht),FR30028,Rurale proche,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,79,µg/m3,1,998730,6779893,7.01111399971709,48.0511169966263,120
Moselle,Sarreguemines,57631,Agglomération de Sarreguemines - Centre,FR22022,Urbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,47,µg/m3,1,997986,6898655,7.0835390003849,49.1183429962251,121
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,18,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,122
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,1,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,123
Meurthe-et-Moselle,Neuves-Maisons,54397,Agglomération de Nancy - Sud (Neuves-Maisons),FR30030,Urbaine,Industrielle,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,25,µg/m3,1,929020,6839476,6.10767200024638,48.6149139963997,124
Haut-Rhin,Colmar,68066,Colmar Centre,FR16054,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,25,µg/m3,1,1023850,6783842,7.35066699991735,48.0746419963794,125
Vosges,Épinal,88160,Agglomération d'Epinal - Centre,FR30019,Urbaine,Fond,Monoxyde de carbone,10,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,mg/m3,1,956588,6791435,6.45281099934883,48.1727799961916,126
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,34,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,127
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,30,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,128
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,30,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,129
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,30,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,130
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,29,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,131
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,30,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,132
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,27,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,133
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,24,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,134
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,135
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,136
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,137
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,138
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,139
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,51,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,140
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,50,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,141
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,41,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,142
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,39,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,143
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,1,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,144
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,1,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,145
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,1,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,146
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,1,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,147
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,1,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,148
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,2,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,149
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,2,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,150
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,3,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,151
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,2,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,152
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,2,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,153
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,22,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,154
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,18,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,155
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,17,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,156
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,18,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,157
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,17,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,158
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,17,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,159
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,15,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,160
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,15,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,161
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,14,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,162
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,13,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,163
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,164
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,165
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,166
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,167
Meurthe-et-Moselle,Neuves-Maisons,54397,Agglomération de Nancy - Sud (Neuves-Maisons),FR30030,Urbaine,Industrielle,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,23,µg/m3,1,929020,6839476,6.10767200024638,48.6149139963997,168
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,17,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,169
Vosges,Xonrupt-Longemer,88531,Hautes-Vosges (La Schlucht),FR30028,Rurale proche,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,80,µg/m3,1,998730,6779893,7.01111399971709,48.0511169966263,170
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,23,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,171
Haut-Rhin,Colmar,68066,Colmar Centre,FR16054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,1023850,6783842,7.35066699991735,48.0746419963794,172
Vosges,Épinal,88160,Agglomération d'Epinal - Centre,FR30019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,956588,6791435,6.45281099934883,48.1727799961916,173
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,174
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,22,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,175
Moselle,Sarreguemines,57631,Agglomération de Sarreguemines - Centre,FR22022,Urbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,43,µg/m3,1,997986,6898655,7.0835390003849,49.1183429962251,176
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,21,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,177
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,19,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,178
Meurthe-et-Moselle,Saint-Nicolas-de-Port,54483,Agglomération de Nancy - Est (St-Nicolas de Port),FR30023,Urbaine,Industrielle,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,19,µg/m3,1,943455,6842113,6.30482800023197,48.6333399962835,179
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,2,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,180
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,49,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,181
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,52,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,182
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,52,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,183
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,56,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,184
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,57,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,185
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,56,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,186
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,52,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,187
Meurthe-et-Moselle,Villers-lès-Nancy,54578,Agglomération de Nancy - Ouest (Brabois),FR30037,Périurbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,57,µg/m3,1,930923,6844228,6.1360220006418,48.6569439963493,188
