nom_dept,nom_com,insee_com,nom_station,code_station_ue,typologie,influence,nom_poll,id_poll_ue,metrique,date_debut,date_fin,valeur,unite,statut_valid,x,y,longitude,latitude,ObjectId
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,26,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,580
Moselle,Metz,57463,Agglomération de Metz - Est (Borny),FR01012,Urbaine,Fond,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,19,µg/m3,1,935291,6894855,6.22333600050786,49.1102829965523,581
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,25,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,582
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,24,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,583
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,21,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,584
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,585
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,586
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,587
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,588
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,589
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,44,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,590
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,43,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,591
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,38,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,592
Moselle,Thionville,57672,Agglomération de Thionville - Centre,FR01020,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,39,µg/m3,1,929344,6922230,6.15694200018165,49.358336997167,593
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,49,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,594
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,48,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,595
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,43,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,596
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,48,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,597
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,45,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,598
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,48,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,599
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,46,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,600
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,49,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,601
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,51,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,602
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,51,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,603
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,17,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,604
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,17,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,605
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,17,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,606
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,15,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,607
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,15,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,608
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,16,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,609
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,14,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,610
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,14,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,611
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,14,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,612
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,13,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,613
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,614
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,615
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,616
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,617
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,618
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,22,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,619
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,19,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,620
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,19,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,621
Moselle,Thionville,57672,Agglomération de Thionville - Nord (Garche),FR01021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,17,µg/m3,1,932409,6926373,6.20139200044852,49.3944439969137,622
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,623
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,624
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,625
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,626
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,627
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,628
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,629
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,630
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,631
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,NA,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,632
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,21,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,633
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,22,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,634
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,21,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,635
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,19,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,636
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,21,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,637
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,44,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,638
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,45,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,639
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,46,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,640
Moselle,Metz,57463,Agglomération de Metz - Est (Borny),FR01012,Urbaine,Fond,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,21,µg/m3,1,935291,6894855,6.22333600050786,49.1102829965523,641
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,44,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,642
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,46,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,643
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,54,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,644
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,55,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,645
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,19,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,646
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,19,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,647
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,17,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,648
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,15,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,649
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,15,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,650
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,14,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,651
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,15,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,652
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,14,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,653
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,13,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,654
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,13,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,655
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,656
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,657
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,658
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,659
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,20,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,660
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,23,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,661
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,20,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,662
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,17,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,663
Marne,Châlons-en-Champagne,51108,Châlons-en-Champagne,FR14022,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,17,µg/m3,1,799581,6874443,4.35999999961155,48.9622229963928,664
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,1,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,665
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,25,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,666
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,25,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,667
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,24,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,668
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,20,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,669
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,20,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,670
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,20,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,671
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,20,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,672
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,20,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,673
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,18,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,674
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,18,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,675
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,45,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,676
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,43,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,677
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,43,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,678
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,48,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,679
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,46,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,680
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,47,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,681
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,41,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,682
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,45,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,683
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,50,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,684
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,50,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,685
Ardennes,Charleville-Mézières,8105,Charleville-Mézières,FR14051,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,20,µg/m3,1,823980,6962050,4.71916699941684,49.745276996626,686
